username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
TheWeeklyWiner,10/28/2019 19:16,0,0,A much more obscene proposition than the decision to publish The Starr Report or the fixation w/the texted version of Anthony Weiner’s weener. What does he think this is,,,,,
kurdistannews24,10/28/2019 19:14,9,25,18+video Drone footage of ISIS Terrorists Leader Al-Baghdadi’s compound after the US operation and also photos of the some of the terrorists that killed with him # ISIS # DAESH # IslamicState # BaghdadiKilled # baghadadi # داعش # ISIL # KURDS # KURDISH # Yazidi # YazidiGenocide # SDF # YPGpic.twitter.com/MdjOIXnp8D,,,# # # # # # # # # # # # #,1.18882E+18,https://twitter.com/kurdistannews24/status/1188821426783940608
irfan_np,10/28/2019 19:14,0,0,Definition of Jihad what muslim means is this . Sangh/modia has formulated different meaning. Sabse bada hathiyaar ,,,,,
PanditDevendr19,10/28/2019 19:13,1,3,आपने गोदी मीडिया की पसंद का विषय दे दिया है,,,,,
BaaghiTV,10/28/2019 19:13,0,0,طیب اردوان نے داعش سربراہ کی ہلاکت کو دہشت گردی کیخلاف اہم موڑ قرار دے دیا https://baaghitv.com/baghdadi-ki-halakat-dehshat-gardi-k-khilaf-aham-more-hay-turk-sadar/ … # BaghdadiKilled @ RTErdoganpic.twitter.com/p1DpFIbjM0,,@,#,1.18882E+18,https://twitter.com/BaaghiTV/status/1188821040467763200
SquizzRadical,10/28/2019 19:12,0,0,Trump’s rhetoric about the # BaghdadiKilled raid is incredibly dangerous. Incredibly.,,,#,1.18882E+18,https://twitter.com/SquizzRadical/status/1188820735231512577
mythoughtescape,10/28/2019 19:11,0,0,# PredidentTrump wins big with # BaghdadiKilled death https://tiny.iavian.net/vsku # people that elected @ POTUS love his taking down # ISIS They don't care what @ nyt10 or @ washingtonpost or @ CNN SAYS # tcot,,@ @ @ @,# # # # #,1.18882E+18,https://twitter.com/mythoughtescape/status/1188820703409127424
light4c,10/28/2019 19:11,2,3,# BaghdadiKilled Wise decision to exclude Democrats. # ISIS flourished under @ JoeBiden,,,,,
aneilpandey,10/28/2019 19:10,0,1,अमेरिकी कमांडो हेलीकॉप्टर से आए,,,,,
JewishOdysseus,10/28/2019 19:09,0,1,"Transformed himself""... The power of self-transformation",,,,,
HKreddy511,10/28/2019 19:09,0,0,Why still people still subscribe or watch @ washingtonpost ? What credibility it is having ? # Bagdadi # BaghdadiKilled https://twitter.com/ShefVaidya/status/1188711013232697344 …,,@,# #,1.18882E+18,https://twitter.com/HKreddy511/status/1188819992130785280
J_____K___,10/28/2019 19:08,7,20,Breaking news: ISIS का मुख्य बगदादी की फिर से हुई मौत। ये उसकी 5 वीं मौत है। वहीं @ ektaravikapoor का कहना है के,,,,,
sansaniABP,10/28/2019 19:08,0,1,बगदादी पर अमेरिका ने ढाई करोड़ डॉलर यानि 177 करोड़ का इनाम रखा रखा था . 2014 में बगदादी ने खुद को खलीफा घोषित किया और तब से अब तक इराक सीरिया सहित दुनिया के कई देशों में उसका आतंक फैला हुआ था . # BaghdadiKilled,,,#,1.18882E+18,https://twitter.com/sansaniABP/status/1188819937910906880
CeSpeaks,10/28/2019 19:08,0,1,We have intercepted the 'diversion play'. Now can we return to our regular program already in progress on the Impeachment channel? # ImpeachmentTaskForce # BaghdadiKilled https://twitter.com/bk9net/status/1188498264020127745 …,,,# #,1.18882E+18,https://twitter.com/CeSpeaks/status/1188819875176648704
zouari_imen,10/28/2019 19:08,0,1,Functional terror الارهاب الوظيفي # BaghdadiKilled # Trump2020pic.twitter.com/2Hinwjn6U6,,,# #,1.18882E+18,https://twitter.com/zouari_imen/status/1188819748102066176
Ubiquitous_Risk,10/28/2019 19:07,0,1,Surprised at the reaction of people who think that # BaghdadiKilled will some how will make a difference to the capabilities of ISIS/ISIL. If people believe this ‘organisation’ relies on one person,,,,,
KulpaBart,10/28/2019 19:07,0,0,# Baghdadi raid depended on international ties # Trump has spurned https://www.axios.com/baghdadi-raid-donald-trump-foreign-policy-bbc100de-461b-4906-ae8c-6515e0086d0a.html?utm_source=twitter&utm_medium=twsocialshare&utm_campaign=organic … # BaghdadiIsDead # BaghdadiKilled # Baghdadiraid # Iraq # Syria # TrumpBooed # terrorism # security,,,# # # # # # # # # #,1.18882E+18,https://twitter.com/KulpaBart/status/1188819583832117249
SernaEserna,10/28/2019 19:07,1,3,We creamated our beloved dog when she died. I think we showed baghdadi the same respect! He just self creamated! # BaghdadiKilled,,,#,1.18882E+18,https://twitter.com/SernaEserna/status/1188819536541298688
SanketVGarg,10/28/2019 19:05,0,0,looks like after @ washingtonpost @ ABPNews is white washing # Baghdadi.. shame on u for trying to humanize a monster like Baghdad he is bolt on humanity and what his # ISIS did in Iraq and Syria is worst than anything world has seen.. # BaghdadiKilled # WaPoDeathNoticeshttps://twitter.com/ABPNews/status/1188795869010612224 …,,@ @,# # # #,1.18882E+18,https://twitter.com/SanketVGarg/status/1188819188732686337
SATYASAARTHI,10/28/2019 19:05,1,3,भडवे और दलाल मीडिया ने तो पहले ही मार दिया है अब कौन सा वाला # BaghdadiKilled,,,#,1.18882E+18,https://twitter.com/SATYASAARTHI/status/1188819089382264833
aftabistan,10/28/2019 19:04,0,0,बगदादी के मारे जाने पर रूस को नहीं यकीन,,,,,
Gitanjali_DS,10/28/2019 19:03,6,5,# Commie friend: # America only created # ISIS. Now they're killing them. Me: OK,,,,,
JaneToegel,10/28/2019 18:59,0,1,"We're not investing"" in the Green New Disaster. It's a sham",,,,,
sonofpant,10/28/2019 18:58,0,1,I think this is a coded message to her Islamic State cadre in Kashmir because their Khalif # BaghdadiKilled self detonated in a USA special forces raid.,,,#,1.18882E+18,https://twitter.com/sonofpant/status/1188817307373469696
rishikumar13,10/28/2019 18:57,0,0,How many Americans asked # DonaldTrump the proof that Baghdadi is killed # BaghdadiDiedLikeADog # BaghdadiKilled # baghdadidead but some stupid Indians will definitely ask # narendramodi the proof of # surgicalstrikes,,,# # # # # #,1.18882E+18,https://twitter.com/rishikumar13/status/1188817123843268608
im_priyapia,10/28/2019 18:57,0,1,बुराई का अंत होता है भले देर से ही सही पर बुराई का अंत होता है और बहुत ही दर्दनाक अंत होता है । jai Hind # BaghdadiDiedLikeADog # Pakistan # BaghdadiKilled # baghdadidead # Bagdadi,,,# # # # #,1.18882E+18,https://twitter.com/im_priyapia/status/1188816947393093634
anauburntiger,10/28/2019 18:57,0,0,https://www.theguardian.com/world/2019/oct/28/visual-guide-to-the-raid-that-killed-isis-leader-abu-bakr-al-baghdadi … # energy # oil # opec # oott # bagdadi # baghdadikilled,,,# # # # # #,1.18882E+18,https://twitter.com/anauburntiger/status/1188816947129044993
devbabu05,10/28/2019 18:56,0,0,सभी हरामखोर जान बचाने सुरंगों में छिप गए। क्या सद्दाम,,,,,
MFS001,10/28/2019 18:50,0,0,First smart move don't involve Turkey. # BaghdadiKilled https://twitter.com/laraseligman/status/1188472774458826752 …,,,#,1.18882E+18,https://twitter.com/MFS001/status/1188815414857523201
MFS001,10/28/2019 18:50,0,0,@ clarinetwoman2 First smart move don't involve Turkey. # BaghdadiKilled https://twitter.com/laraseligman/status/1188472774458826752 …,,@,#,1.18882E+18,https://twitter.com/MFS001/status/1188815396436135936
rajpatel63,10/28/2019 18:50,0,0,Shame on @ washingtonpost for its reporting on # BaghdadiKilled !! It is disgusting. # WaPoDeathNotices # WaPoDeathNotice WaPo is not just # FakeNews but Terrorist apologist too!!https://www.usatoday.com/story/news/politics/2019/10/28/abu-bakr-al-baghdadi-washington-post-austere-headline/2483340001/ …,,@,# # # #,1.18882E+18,https://twitter.com/rajpatel63/status/1188815393592430593
shubhamyr95,10/28/2019 18:49,3,13,Terrorism has no religion. By the way of what religion he was? # BaghdadiKilled pic.twitter.com/NXMAGiYeL9,,,#,1.18882E+18,https://twitter.com/shubhamyr95/status/1188815108765573121
Kemal38142231,10/28/2019 18:48,0,0,# Baghdadi # BaghdadiKilled USA killed Baghdadi Next! https://youtu.be/vTdv_d2lF7s,,,# #,1.18881E+18,https://twitter.com/Kemal38142231/status/1188814925352886273
RuthlessLochs,10/28/2019 18:48,0,0,Thank God he’s dead. # BaghdadiKilled https://www.foxnews.com/world/kayla-muellers-parents-praise-trump-soldiers-for-raid-that-killed-al-baghdadi …,,,#,1.18881E+18,https://twitter.com/RuthlessLochs/status/1188814909041070080
kartha_tara,10/28/2019 18:48,0,0,The operation against Baghdadi as a mix of intel,,,,,
OfficeofFakhar,10/28/2019 18:48,0,1,भारत वाले सोच रहे थे कि चुनाव जीतने के लिए सिर्फ हमारा वाला ही सेना का सहारा ले सकता है  . . . . . इन बेचारों को क्या पता कि इसका एक भाई कुम्भ मेले में खो गया था और आजकल अमेरिका में दिखाई पड़ता है। # Baghdadi # BaghdadiKilled # BaghdadiDiedLikeADog @ paisawala_ @ RoflGandhi_,,@ @,# # #,1.18881E+18,https://twitter.com/OfficeofFakhar/status/1188814775356051456
MoSassy10,10/28/2019 18:44,0,0,Intense minutes. # BaghdadiKilled https://twitter.com/Scavino45/status/1188451497421561856 …,,,#,1.18881E+18,https://twitter.com/MoSassy10/status/1188813816227909653
OfficeofFakhar,10/28/2019 18:44,0,2,भारत के फेकू और अमेरिका के फेकू में एक समानता तो है  . . . . . सबूत दोनों ही नहीं देते है।   हमारी  मीडिया ने उसे अमेरिका से भी पहले 8 बार मार दिया है # Baghdadi # BaghdadiKilled # BaghdadiDiedLikeADog @ paisawala_ @ RoflGandhi_ @ RoflSinha @ AisiTaisiDemo @ kunalkamra88 @ ReallySwara,,@ @ @ @ @ @,# # #,1.18881E+18,https://twitter.com/OfficeofFakhar/status/1188813814562603008
ROHITSH08693510,10/28/2019 18:39,0,0,When Osama was killed,,,,,
NarendraModiGi,10/28/2019 18:37,0,2,# Bagdadi # BharatRatna # Baghdadi # BaghdadiKilled # BaghdadiDiedLikeADog # yashrajfilms @ yrf @ yrftalent @ SirPareshRawal @ BeingSalmanKhan @ akshaykumar # PayalRohatgi # baghdadimaragya # Bigilhttps://twitter.com/Ashwinirajbihar/status/1188809232713281536 …,,@ @ @ @ @,# # # # # # # # #,1.18881E+18,https://twitter.com/NarendraModiGi/status/1188812084324077569
TheKootneeti,10/28/2019 18:37,0,0,Iraqi intelligence gave ISIS leader Abu Bakr al-Baghdadi’s location to the U.S.-led coalition fighting the terror group ahead of a raid in which he is believed to have died. # ISIS # BaghdadiKilled # Trump # Iraqhttps://thekootneeti.in/2019/10/28/iraqi-intelligence-paved-way-for-baghdadi-raid/ …,,,# # # #,1.18881E+18,https://twitter.com/TheKootneeti/status/1188812050367053824
Deshabhakta,10/28/2019 18:36,0,1,What if his primary victims were non-Muslims? # BaghdadiKilled https://twitter.com/mehdirhasan/status/1188503968386813952 …,,,#,1.18881E+18,https://twitter.com/Deshabhakta/status/1188811771588628481
JuancarlosDSG,10/28/2019 18:36,0,0,Abu Bakr al # Baghdadi,,,,,
azardsphere,10/28/2019 18:33,4,11,Where is # ISIS leader # Baghdadi In a whole bunch of pieces in a body bag Nowhere near # Idlib where the raid took place waiting at # Trump Tower to play a game of golf with # DonaldTrump # BaghdadiKilled # Syriahttps://www.youtube.com/watch?v=w0-sCD4TvvE …,,,# # # # # # #,1.18881E+18,https://twitter.com/azardsphere/status/1188810997932277763
MoscowTimes,10/28/2019 18:30,1,0,Butina released,,,,,
troytrentham,10/28/2019 18:26,0,1,I find it strange that PM Trudeau chose not to attend the foreign policy debate during the campaign...I wonder if its related his awful foreign policy? Didn't even mention the US,,,,,
sakshyamprahlad,10/28/2019 18:24,1,1,जिस बगदादी को हमारी मीडिया 15 - 20 बार मार चुकी थी सुना है आज उसे अमेरिका ने पकड़ लिया है # HafizHamdullah # Iraq # Baghdadi # BaghdadiKilled,,,# # # #,1.18881E+18,https://twitter.com/sakshyamprahlad/status/1188808839602114562
bharat_sms,10/28/2019 18:23,0,0,The Washington Post headline on Baghdadi's death: Another progressive step in the long march of liberalism # wastingtonpost # Baghdadi # BaghdadiKilled # baghdadidead # BaghdadiIsDead # Headline # Headlines # progressive # progress # step # Liberals # liberalismpic.twitter.com/BnrFcUiRQF,,,# # # # # # # # # # # #,1.18881E+18,https://twitter.com/bharat_sms/status/1188808576430526464
pandithariojha,10/28/2019 18:22,0,1,खुद को मोहमद पैगम्बर का वंशज मानने वाला अलबगदादी कुत्ते की मौत मारा गया। # BaghdadiKilled @ ippatel,,@,#,1.18881E+18,https://twitter.com/pandithariojha/status/1188808171881549824
shyamksahay,10/28/2019 18:21,0,2,School photograph of young  al- Baghdadi. He was as innocent as any other child of his age. It is a matter great inquiry that what turns these innocent minds into most brutal terrorists of the world.? # BaghdadiKilled # baghdadidead # islamicterroriam # terrorismhasnoreligionpic.twitter.com/nwR8iYWPqm,,,# # # #,1.18881E+18,https://twitter.com/shyamksahay/status/1188807997805350912
bariscayoglu,10/28/2019 18:20,0,0,YPG/PKK İn Syria'Terrorist Organization's Civilian People Killing # PeaceSpringOperation # BarışPınarıHarekatı # BaghdadiKilled,,,# # #,1.18881E+18,https://twitter.com/bariscayoglu/status/1188807657198669824
savitha_rao,10/28/2019 18:20,14,28,Do help the world understand why one religion has such a huge role in spawning terrorists across the planet . What book are they reading ? Meanwhile your # ProphetofCompassion pals in India are yet to condemn the killing and killers of # KamleshTiwari # BaghdadiKilled,,,# # #,1.18881E+18,https://twitter.com/savitha_rao/status/1188807629256048640
DeepakHR69,10/28/2019 18:16,0,0,इस्लाम शांति और प्रेम का मजहब है! इसने दुनिया को... ओसामा बिन लादेन हफ़ीज़ सईद और बगदादी जैसे समाज सुधारक दिए हैं! # BaghdadiKilled,,,#,1.18881E+18,https://twitter.com/DeepakHR69/status/1188806811127664640
siddharth_m,10/28/2019 18:12,0,0,Net-net,,,,,
siddharth_m,10/28/2019 18:12,0,0,9. Turkey's attacks and Kurdish retreat have released the ISIS prisoners who number in the thousands,,,,,
siddharth_m,10/28/2019 18:12,0,0,8. Turkey attacks Kurdish forces as promised and forces them to retreat,,,,,
siddharth_m,10/28/2019 18:12,0,0,7. Despite the Kurdish forces requesting US help on retaining ground,,,,,
siddharth_m,10/28/2019 18:12,0,0,6. Trump pulls out US forces from the region stating that they are all coming home,,,,,
siddharth_m,10/28/2019 18:12,0,0,5. For some reason,,,,,
siddharth_m,10/28/2019 18:12,0,0,4. Turkish President Erdogan speaks to Trump and asks him to pull out of Syria so Turkey can invade the Kurdish-occupied areas! # Baghdadi # ISIS # BaghdadiKilled # alBaghdadi # WapoObituaries # WaPostDeathNotices # Erdogan # Trump,,,# # # # # # # #,1.18881E+18,https://twitter.com/siddharth_m/status/1188805823318773761
siddharth_m,10/28/2019 18:12,0,0,3. Turkey has had a beef with the Kurds and believes that the Kurds are an insurgency that needs to be eliminated # Baghdadi # ISIS # BaghdadiKilled # alBaghdadi # WapoObituaries # WaPostDeathNotices,,,# # # # # #,1.18881E+18,https://twitter.com/siddharth_m/status/1188805820768669696
siddharth_m,10/28/2019 18:12,0,0,2. The Kurdish forces have been strongly supported by the US forces for a long time,,,,,
siddharth_m,10/28/2019 18:12,0,0,1. Baghdadi,,,,,
siddharth_m,10/28/2019 18:12,0,1,Just realized that the whole ISIS episode in the last few months has been a major screw-up. Thread: # Baghdadi # ISIS # BaghdadiKilled # alBaghdadi # WapoObituaries # WaPostDeathNotices,,,# # # # # #,1.18881E+18,https://twitter.com/siddharth_m/status/1188805813420220422
sonofpant,10/28/2019 18:12,1,1,She @ khanumarfa is hiding her own bigotry by appropriating our (pagan) customs (diya ,,,,,
PenMediaInc,10/28/2019 18:09,4,4,This came out at the same time our President was booed at a baseball game. Are you proud of our President??? Raise your hand if you are! # syria # ISISleaderDead # BaghdadiKilled # baghdadi # KaylaMueller # Isis # TrumpBooed https://penmediainc.com/2019/10/28/trump-admin-named-baghdadi-kill-mission-after-kayla-mueller/ …,,,# # # # # # #,1.1888E+18,https://twitter.com/PenMediaInc/status/1188804944746307584
wendirby671,10/28/2019 18:09,1,1,Article June 13,,,,,
208Juliet,10/28/2019 18:08,2,3,Al-Baghdadi rubbed out,,,,,
parisswade,10/28/2019 18:08,0,6,This is massive. Are you proud of our President??? Raise your hand if you are! # syria # ISISleaderDead # BaghdadiKilled # baghdadi # KaylaMueller # Isis # TrumpBooed https://penmediainc.com/2019/10/28/trump-admin-named-baghdadi-kill-mission-after-kayla-mueller/ …,,,# # # # # # #,1.1888E+18,https://twitter.com/parisswade/status/1188804720585895936
finddipankar,10/28/2019 18:07,0,0,# VIDEO | Here's how ISIS chief Abu Bakr al-Baghdadi was killed in US special forces raid in northwest Syria. Watch the video # BaghdadiKilled https://www.newsnation.in/videos/world/how-us-soldiers-killed-isis-chief-abu-bakr-al-baghdadi-special-report-14/53914 …,,,# #,1.1888E+18,https://twitter.com/finddipankar/status/1188804444768604160
ThomasPound63,10/28/2019 18:06,0,1,In one day # Trump gets a huge win with death of the leader of # ISIS,,,,,
NewsNationTV,10/28/2019 18:06,0,25,# VIDEO | Here's how ISIS chief Abu Bakr al-Baghdadi was killed in US special forces raid in northwest Syria. Watch the video # BaghdadiKilled https://www.newsnation.in/videos/world/how-us-soldiers-killed-isis-chief-abu-bakr-al-baghdadi-special-report-14/53914 …,,,# #,1.1888E+18,https://twitter.com/NewsNationTV/status/1188804301033861120
gilgrzegorz,10/28/2019 18:06,0,0,Wideo # podcast z dzisiejszej rozmowy znajdziecie tutaj # Brexit # BaghdadiKilled: https://www.radio.lublin.pl/news/dr-grzegorz-gil-wydarzenia-w-syrii-nalezy-rozpatrywac-w-kategoriach-politycznych …https://twitter.com/gilgrzegorz/status/1188706001068933120 …,,,# # #,1.1888E+18,https://twitter.com/gilgrzegorz/status/1188804116287492096
bhhatu,10/28/2019 18:05,0,0,सिर्फ बगदादी मरा है आतंकवाद नही ,,,,,
TheRealAnchovy,10/28/2019 18:04,0,0,Nobody is really surprised that Trump didn’t consult @ SpeakerPelosi before he acted as Commander and Chief. Why would he? Has she put America ahead of her own political welfare even once since becoming speaker? # maga # BaghdadiKilled # KAG2020pic.twitter.com/dnL4IQLzCX,,@,# # #,1.1888E+18,https://twitter.com/TheRealAnchovy/status/1188803731644657669
JagranNews,10/28/2019 18:04,30,310,बगदादी को मारने के बाद भी आइएस के ठिकानों पर हमले जारी रखेगी अमेरिकी सेना # Baghdadi # BaghdadiKilled # ISISleaderDead # DonaldTrumphttps://www.jagran.com/world/america-after-killing-baghdadi-us-military-continue-to-attack-is-bases-19705508.html …,,,# # # #,1.1888E+18,https://twitter.com/JagranNews/status/1188803727060160512
BeingNationali1,10/28/2019 18:03,2,8,World's No. 1 terrorist Baghdadi dead,,,,,
ChooseGudPerson,10/28/2019 18:00,0,0,True # BaghdadiKilled # BJPpic.twitter.com/En5XbPzRpZ,,,# #,1.1888E+18,https://twitter.com/ChooseGudPerson/status/1188802677339090944
jamespyles,10/28/2019 17:59,0,0,"Why did @ washingtonpost call violent # terrorist Abu Bakr al-Baghdadi an ""austere religious scholar. Does that rag actually support # Islamic # terrorism? https://www.usatoday.com/story/news/politics/2019/10/28/abu-bakr-al-baghdadi-washington-post-austere-headline/2483340001/ … # WashingtonPost # Baghdadi # BaghdadiKilled""",,@,# # # # # #,1.1888E+18,https://twitter.com/jamespyles/status/1188802392801722369
DeepLogic_,10/28/2019 17:58,1,2,Abdullah Kardaş Deaş Yeni bekçi köpeği Ferhat Abdi Şahin Cilo Mazlum Kobani,,,,,
siddharth_m,10/28/2019 17:53,0,0,WaPo's obituary of Baghdadi chronicles his life far too objectively. Not to mention the major goof up on the previous title,,,,,
kurdistannews24,10/28/2019 17:50,2,7,# Trump says: We used # Kurdish intelligence To kill # ISIS leader # Baghdadi in # Syria at the day he says i am glad i supported # Erdogan to get safe zone from # Kurds (32 km deep Kurdish lands,,,,,
Divya_Bhaskar,10/28/2019 17:45,1,38,સીરિયા / ટ્રમ્પે વ્હાઈટ હાઉસમાંથી બગદાદીના મોતનું લાઈવ પ્રસારણ જોયું,,,,,
rjtusharredfm,10/28/2019 17:45,1,10,प्यारे ट्रम्प अंकल.. ये पड़ोस के केजरीवाल हैं..ज़रा एक दो गोली इन्हें भी दग्वा दो तो ये खुद जहन्नुम जाके चैक कर लेंगे @ realDonaldTrump @ SenRehmanMalik # BaghdadiKilled # Baghdadi # AbuBakrAlBaghdadi # DonaldTrumppic.twitter.com/aGfF4SGS09,,@ @,# # # #,1.1888E+18,https://twitter.com/rjtusharredfm/status/1188798969716981760
MurtazaDar1,10/28/2019 17:44,1,2,The attack was carried out by using Russian air space: Trump We did not allow any air space to the US last night: Russia what in the world is going on ! # Baghdadi # BaghdadiKilled # ISIShttps://twitter.com/laraseligman/status/1188797388841992192 …,,,# # #,1.1888E+18,https://twitter.com/MurtazaDar1/status/1188798812166479877
nystweets,10/28/2019 17:43,0,0,Such a poser and so jealous of @ POTUS44 # Baghdadi # BaghdadiKilled,,@,# #,1.1888E+18,https://twitter.com/nystweets/status/1188798348461006849
Baaaap3,10/28/2019 17:42,0,3,# BaghdadiDiedLikeADog # Baghdadi # BaghdadiKilled Baghdadi killed like a dog is more of an insult to dogs themselves.This man is going to burn in hell,,,# # #,1.1888E+18,https://twitter.com/Baaaap3/status/1188798308828860417
seyf_bat,10/28/2019 17:42,1,1,Dün; # Öcalan ı,,,,,
nikhilpec,10/28/2019 17:42,0,0,# DeltaForce went with DNA experts & dogs to kill # Baghdadi . They flew over # Turkey. # Russia cooperated. # BaghdadiKilled # BaghdadiIsDead,,,# # # # # #,1.1888E+18,https://twitter.com/nikhilpec/status/1188798118722244610
Sterling7210,10/28/2019 17:41,0,0,One dead sonofabitch # Baghdadi # BaghdadiKilled,,,# #,1.1888E+18,https://twitter.com/Sterling7210/status/1188797942142033920
DBCopa,10/28/2019 17:37,0,0,She has personal experience in being blown up? # BaghdadiKilled # JamieLeeCurtishttps://twitter.com/realTylerZed/status/1188588705201754114 …,,,# #,1.1888E+18,https://twitter.com/DBCopa/status/1188796875731853313
bidhyarthi2007,10/28/2019 17:37,0,2,US done their job by killing # BaghdadiKilled now India 's turn to eliminate some. We all are praying for that press conference.,,,#,1.1888E+18,https://twitter.com/bidhyarthi2007/status/1188796821482528768
Rajendr43212394,10/28/2019 17:35,0,0,# Bagdadi # BinLaden are just names,,,,,
MikeHillerNYC,10/28/2019 17:35,0,3,As Trump takes his bogus victory lap for the killing of al Baghdadi,,,,,
oneindiatelugu,10/28/2019 17:35,2,1,ఇంత బతుకు బతికి కుక్క చావు అంటే ఇదే,,,,,
JagranNews,10/28/2019 17:35,7,79,बगदादी के मारे जाने के बाद जानिए कौन है वो प्रोफेसर,,,,,
publishedpost,10/28/2019 17:33,0,0,Next in queue: @ ImranKhanPTI @ SMQureshiPTI @ OfficialDGISPR @ ShkhRasheed @ fawadchaudhry Masood Azhar. Hafiz Saeed. And many more. These are all terrorists. # BaghdadiKilled # ISISleaderDead # BaghdadiDiedLikeADog,,@ @ @ @ @,# # #,1.1888E+18,https://twitter.com/publishedpost/status/1188796029870592000
tiwari_achintya,10/28/2019 17:33,0,0,@ realDonaldTrump Congratulations to you for winning one of the biggest wars on terrorism in our times. # BaghdadiKilled # DonaldTrump Mascot of World Peace.,,@,# #,1.1888E+18,https://twitter.com/tiwari_achintya/status/1188795891236212736
manoj__garg,10/28/2019 17:32,1,0,Another Islamic Terrorist killed like a dog # BaghdadiKilled # BaghdadiDiedLikeADog @ ImranKhanPTI @ SMQureshiPTI @ fawadchaudhry @ OfficialDGISPR,,@ @ @ @,# #,1.1888E+18,https://twitter.com/manoj__garg/status/1188795751737872385
mohirfan2001,10/28/2019 17:32,0,0,इस बार पक्का ना दीदी। # BaghdadiKilled,,,#,1.1888E+18,https://twitter.com/mohirfan2001/status/1188795747266977794
Keeley1001,10/28/2019 17:31,0,0,@ JamesPMorrison Stick with acting you moron. # BaghdadiKilled,,@,#,1.1888E+18,https://twitter.com/Keeley1001/status/1188795423076388864
sunilsharma695,10/28/2019 17:31,3,10,# बगदादी के मरने का # ट्रम्प से किसी ने सबूत नहीं मांगा.. It's happen only in # India. # BaghdadiKilled,,,# # # #,1.1888E+18,https://twitter.com/sunilsharma695/status/1188795341081985024
theMANsan,10/28/2019 17:30,0,0,Since most Americans are taught to hate America and its entire history: the enemy of my enemy is my friend? # Baghdadi # USA # trump # BaghdadiKilled # WashingtonPostpic.twitter.com/xuYGe0Q3zZ,,,# # # # #,1.1888E+18,https://twitter.com/theMANsan/status/1188795050316259329
NoUndisputed,10/28/2019 17:29,0,0,Are ye sb bahana h,,,,,
YogeshKyogiz,10/28/2019 17:29,3,15,बगदादी जन्नत जाना नही चाह रहा था . जन्नत का टिकट कटता देख बगदादी बहुत रोया. उसे न हूर चाहिए थी न हूरों के हाथ से शराब पीना था . उसे मालूम था ,,,,,
JantantraTv,10/28/2019 17:26,0,0,Abu bakar al Baghdadi: अमेरिकी सेना द्वारा मारा गया बगदादी https://youtu.be/W3yeOUpYb_c # BaghdadiKilled # Bagdadi # BaghdadiDiedLikeADog,,,# # #,1.18879E+18,https://twitter.com/JantantraTv/status/1188794250667810816
Asifbehlim_,10/28/2019 17:21,0,0,आतंकवादी बगदादी के मरने पर मैंने कई मुसलमानों को खुशी जाहिर करते तो देखा पर आतंकवादी गोडसे के मरने पर कई लोगों को आंसू बहाते हुए भी देखा है। # BaghdadiKilled # terreristgodse,,,# #,1.18879E+18,https://twitter.com/Asifbehlim_/status/1188792781927370755
RanjithHosakere,10/28/2019 17:20,0,0,Baghdadi death a major victory : # US # ISIS # ISISleaderDead # ISISleader # ISISDefeat # ISISareLosers # WaPoDeathNotices # BaghdadiKilled # Baghdadi # BaghdadiDiedLikeADog # baghdadidead # BaghdadiBumpers # Baghdadiَ # BaghdadiَKilled # DonaldTrump # IslamicState @ realDonaldTrumppic.twitter.com/tkHBW9UOjV,,@,# # # # # # # # # # # # # # # #,1.18879E+18,https://twitter.com/RanjithHosakere/status/1188792637026783232
proud_hindustaa,10/28/2019 17:16,0,0,# AbuBakrAlBagdadi # BaghdadiKilled # Bagdadi He is killed like a dog ,,,,,
AmitMishra1207,10/28/2019 17:16,0,0,आजकल बचा खुचा # Houseofcards निपटा रहा हूं। महाभियोग के वक्त # BaghdadiKilled की खबर हाउस ऑफ कार्ड्स में प्रेसिडेंट बने किरदार की हूबहू नकल है। लगता है @ realDonaldTrump बाबू की फेवरेट सीरीज भी यही है,,@,# #,1.18879E+18,https://twitter.com/AmitMishra1207/status/1188791670709506048
pennewstweet,10/28/2019 17:15,0,0,Baghdadi death a major victory,,,,,
pankajpatelll,10/28/2019 17:14,0,0,सभी हरामखोर जान बचाने सुरंगों में छिप गए। क्या सद्दाम,,,,,
Dev__17,10/28/2019 17:13,7,10,यदि बगदादी जिंदा है तो वह जरूर पाकिस्तान में ही होगा। पाकिस्तान ही आतंकियों के लिए सबसे सुरक्षित जगह है। अमेरिका को वहॉं भी एयर स्ट्राइक करना चाहिए। रहमान के ट्वीट का मजाक उड़ाते हुए लोगों ने ऐसे किया उन्हें # troll # BaghdadiKilled # pakistanhttps://hindi.opindia.com/miscellaneous/international/pakistani-leader-rehman-malik-says-he-will-believe-that-baghdadi-is-dead-only-after-isis-confirms-it/ …,,,# # #,1.18879E+18,https://twitter.com/Dev__17/status/1188790985989349380
